User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DeleteAccessKey,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIASCV7W3AVF5O67HFS""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""developer-blog""}]",063c8c04-2515-42b1-afa0-763cb07cc391,da2a25f1-3647-40b6-ac90-52dd7f855f68,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,137.83.248.30,console.amazonaws.com,NoSuchEntityException,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""developer-blog""}]",a65a782b-bad6-454f-9c38-ce2be82c569e,eeea6388-f508-4310-9123-9f536f3842a2,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DeleteUser,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""developer-blog""}]",3d93e81a-03d4-431d-a07a-12e0c7e1a877,f3434162-bed0-4118-9a47-154e5359f8ea,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEPRITT3O,2021-04-17T16:39:07Z,iam.amazonaws.com,DeleteUser,us-east-1,137.83.248.30,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""amplify-user""}]",f472f09b-55a7-4bec-b3e9-0f12181851d4,fdd6e950-6903-40e1-97dd-7709496c11aa,false,AwsApiCall,143209715754,Management
root,,2021-04-17T16:33:15Z,signin.amazonaws.com,ConsoleLogin,us-east-1,137.83.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.39",,[],,19fb2414-463d-45bd-9310-d4ad47b61f6c,false,AwsConsoleSignIn,143209715754,Management
root,ASIASCV7W3AVOEWA6FX3,2021-04-06T01:21:59Z,rds.amazonaws.com,DeleteDBParameterGroup,us-east-1,34.104.1.216,console.amazonaws.com,InvalidDBParameterGroupStateFault,"[{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql8.0""}]",83fd0e3d-0db9-47c9-8ddc-8a775afe8339,c70b940c-8f93-4039-b703-ec10ec40982d,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVPIXZNPHD,2021-04-06T01:19:29Z,ec2.amazonaws.com,DeleteDhcpOptions,us-east-1,34.104.1.216,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::DHCPOptions"",""resourceName"":""dopt-05fcaa9a5b349b5c3""}]",7e4d6a00-5879-4807-9987-febd510cfda9,8da4494b-ac90-43c0-8636-1742388c6703,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVOEWA6FX3,2021-04-06T01:17:11Z,rds.amazonaws.com,DeleteDBParameterGroup,us-east-1,34.104.1.216,console.amazonaws.com,InvalidDBParameterGroupStateFault,"[{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql8.0""}]",e745c6bc-65f0-4658-beff-3f3f5ce4368b,785c36ba-958a-43c3-b8df-b7ee46300935,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVOEWA6FX3,2021-04-06T01:17:03Z,rds.amazonaws.com,DeleteDBSubnetGroup,us-east-1,34.104.1.216,aws-internal/3 aws-sdk-java/1.11.975 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.242-b08 java/1.8.0_242 vendor/Oracle_Corporation cfg/retry-mode/legacy,,"[{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""primarydb-subnetgroup""}]",ca2ac971-810e-40bb-9f82-d25737b66574,3d2e1f22-8aed-44d5-8578-78c98c96b4d2,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVA7EAV6FI,2021-04-06T01:15:48Z,billingconsole.amazonaws.com,GetTaxInvoicesMetadata,us-east-1,34.104.1.216,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 Edg/89.0.774.68",,[],,475cb1d2-b420-4b35-9633-eb587698b867,false,AwsConsoleAction,143209715754,Management
root,ASIASCV7W3AVA7EAV6FI,2021-04-06T01:15:08Z,billingconsole.amazonaws.com,SetCostExplorerPreferences,us-east-1,34.104.1.216,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 Edg/89.0.774.68",,[],,aaf60ac7-1000-4ccb-9d5c-ee48ac085e1d,false,AwsConsoleAction,143209715754,Management
root,,2021-04-06T01:14:50Z,signin.amazonaws.com,ConsoleLogin,us-east-1,34.104.1.216,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 Edg/89.0.774.68",,[],,6bdc714f-df93-4c26-b6ff-4ea00d5e01e1,false,AwsConsoleSignIn,143209715754,Management
root,ASIASCV7W3AVKKOOYKG7,2021-03-28T21:58:44Z,billingconsole.amazonaws.com,GetTaxInvoicesMetadata,us-east-1,34.104.1.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,[],,225280b4-2580-492e-a202-8587efd92c45,false,AwsConsoleAction,143209715754,Management
root,ASIASCV7W3AVMBWJZC3M,2021-03-28T21:54:12Z,rds.amazonaws.com,DeleteDBParameterGroup,us-east-1,34.104.1.250,console.amazonaws.com,InvalidDBParameterGroupStateFault,"[{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql8.0""}]",d652195f-b446-4c0a-aecc-dfaa40535790,1c8d8110-cbfc-4b0d-a3b4-1e631169797d,false,AwsApiCall,143209715754,Management
,,2021-03-28T21:51:51Z,kms.amazonaws.com,RetireGrant,us-east-1,rds.amazonaws.com,rds.amazonaws.com,,[],d77e85a9-34f2-480f-a866-b81081771c31,1b54138b-4c56-41dd-bbf5-ce7a8ae84846,false,AwsApiCall,143209715754,Management
,,2021-03-28T21:51:51Z,kms.amazonaws.com,RetireGrant,us-east-1,rds.amazonaws.com,rds.amazonaws.com,,[],d8297181-9a55-4498-a43e-0c4a4df28421,e587ec7a-8871-4541-8f96-385a8f75d903,false,AwsApiCall,143209715754,Management
,,2021-03-28T21:51:51Z,kms.amazonaws.com,RetireGrant,us-east-1,rds.amazonaws.com,rds.amazonaws.com,,[],aef0a6a1-222f-4c67-a609-c5a42eb5a1bf,f3c3878d-e922-4e42-afa6-3a8e13d29756,false,AwsApiCall,143209715754,Management
root,,2021-03-28T21:51:03Z,ec2.amazonaws.com,DeleteVpc,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,Client.InvalidVpcID.NotFound,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0dab7d7b7463718cc""}]",d96e56b2-954d-4e42-9e4c-62d22c480c36,51c370d2-c01d-4c7d-bfe3-5ff24d4580da,false,AwsApiCall,143209715754,Management
root,,2021-03-28T21:50:46Z,ec2.amazonaws.com,DeleteSubnet,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,Client.InvalidSubnetID.NotFound,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-04b6ec262b586f1b3""}]",85f343f4-9d00-4bbb-b2dd-9e0d57afc89b,1730b960-1383-423a-9361-62ffe5ab629b,false,AwsApiCall,143209715754,Management
root,,2021-03-28T21:50:18Z,ec2.amazonaws.com,DeleteInternetGateway,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,Client.InvalidInternetGatewayID.NotFound,"[{""resourceType"":""AWS::EC2::InternetGateway"",""resourceName"":""igw-0690046a167b4dae5""}]",39c4fe4b-446a-4817-9fda-dc001717b16e,80a6fe36-7425-4c06-8c73-fd0cfe7f711d,false,AwsApiCall,143209715754,Management
,,2021-03-28T21:50:12Z,kms.amazonaws.com,RetireGrant,us-east-1,AWS Internal,AWS Internal,,[],4fb70e23-c94c-4e2e-ad56-614362c87b85,4bbabe25-7258-449a-886f-a70be8022559,false,AwsApiCall,143209715754,Management
root,,2021-03-28T21:50:02Z,ec2.amazonaws.com,DetachInternetGateway,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,Client.InvalidInternetGatewayID.NotFound,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0dab7d7b7463718cc""},{""resourceType"":""AWS::EC2::InternetGateway"",""resourceName"":""igw-0690046a167b4dae5""}]",173b9ae0-af9a-4086-b3b8-e4a6d4647db3,8c107f1e-3e79-44fa-b332-6d828ce45fab,false,AwsApiCall,143209715754,Management
,,2021-03-28T21:50:00Z,kms.amazonaws.com,RetireGrant,us-east-1,AWS Internal,AWS Internal,,[],5ec0c29e-4fc0-4de0-8b26-afa379dfed8d,9266c8da-11a8-45f5-a47f-b9c790d1241e,false,AwsApiCall,143209715754,Management
SLRManagement,,2021-03-28T21:49:45Z,ec2.amazonaws.com,DeleteNetworkInterface,us-east-1,rds.amazonaws.com,rds.amazonaws.com,Client.InvalidNetworkInterfaceID.NotFound,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0f3fd87b2de3f69c9""}]",e57b2182-46c2-40a1-8c8d-68d638792012,2379299b-11f0-4c44-8dfd-8245748bb9e4,false,AwsApiCall,143209715754,Management
SLRManagement,,2021-03-28T21:49:45Z,ec2.amazonaws.com,DeleteNetworkInterface,us-east-1,rds.amazonaws.com,rds.amazonaws.com,Client.InvalidNetworkInterfaceID.NotFound,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0b8bf253bd4915de5""}]",bde142a3-0797-45a7-b6d7-846603f2f934,986c1bf3-1ae9-4acf-853c-02ae2b480d6f,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEVONVPND,2021-03-28T21:49:19Z,ec2.amazonaws.com,DeleteSubnet,us-east-1,34.104.1.250,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-04b6ec262b586f1b3""}]",3cf6e38c-3923-4109-98ba-86dfe994fbe1,29213cd8-3c42-43a6-8425-5a9466c4d786,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEVONVPND,2021-03-28T21:49:19Z,ec2.amazonaws.com,DeleteInternetGateway,us-east-1,34.104.1.250,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::InternetGateway"",""resourceName"":""igw-0690046a167b4dae5""}]",75342c4d-4bed-46ee-b7f2-f331e5c7ff97,2c772790-c04e-4b92-a6ca-2c2233e0d9c2,false,AwsApiCall,143209715754,Management
root,ASIASCV7W3AVEVONVPND,2021-03-28T21:49:19Z,ec2.amazonaws.com,DeleteVpc,us-east-1,34.104.1.250,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0dab7d7b7463718cc""}]",31743731-8577-47f7-8415-46bc675bbb27,59bb2c78-d4e3-4dce-a1e6-e70eda8b82be,false,AwsApiCall,143209715754,Management
